WELL;DEPTH_MD;X_LOC;Y_LOC;Z_LOC;GROUP;FORMATION;CALI;RSHA;RMED;RDEP;RHOB;GR;SGR;NPHI;PEF;DTC;SP;BS;ROP;DTS;DCAL;DRHO;MUDWEIGHT;RMIC;ROPA;RXO;FORCE_2020_LITHOFACIES_LITHOLOGY;FORCE_2020_LITHOFACIES_CONFIDENCE;Cluster
33/6-3 S;3526.8892;444969.625;6829444.5;-3325.693115;SHETLAND GP.;Tryggvason Fm.;12.164451599;;1.2348890305;1.2126226425;;88.544937134;;0.3535155058;;101.84414673;;12.250000954;44.399345398;221.11480713;;;;;43.443340302;;65000;1.0;1
25/8-5 S;2114.1264;463961.4375;6591133.5;-2050.736084;ROGALAND GP.;Heimdal Fm.;12.462200165;1.7073743343;1.4222780466;1.2294270992;2.1250288486;89.89995575;;0.3841263056;15.450247765;98.902992249;-209.4223785;12.250000954;4.3211936951;180.07209778;0.2122009844;-0.031791173;1.4978300333;13.720017433;;14.211193085;65000;1.0;2
16/4-1;1868.6656039;449956.5;6500265.0;-1843.228149;HORDALAND GP.;Skade Fm.;19.919286728;0.5342447162;0.5355759859;0.3893040419;1.7965884209;81.920829773;;0.4952907562;;151.49815369;142.1761322;14.75;1.9146838188;;5.1697106361;0.011108784;0.1557743102;;;;65000;1.0;2
31/3-1;1848.909;540000.625;6738652.0;-1825.651611;DUNLIN GP.;Drake Fm.;8.968454361;;2.8673937321;2.4750936031;2.4204432964;96.56325531;;0.2798878849;;100.5811615;135.55226135;8.5;;;;-0.019642115;;;;;65000;1.0;1
34/11-2 S;3379.808;466844.625;6788222.5;-3348.121582;SHETLAND GP.;Svarte Fm.;12.60129261;1.1823999882;5.022816658;4.7535538673;2.627363205;67.650169373;;0.1609724611;4.9766488075;71.677635193;-26.33729744;;;;;-0.010071999;;;5.5764799118;1.1823670864;65030;1.0;1
31/3-2;864.92090112;536839.25;6748637.0;-839.8857422;HORDALAND GP.;;;;1.1906090975;1.1970955133;2.0785582066;87.05934906;;0.4749798775;;152.23469543;153.89727783;;;;;0.0577681698;;;;;65000;1.0;2
25/3-1;1131.144;487291.0625;6643945.5;-1109.112915;HORDALAND GP.;;17.312782288;;0.9384165406;1.0635023117;2.0567605495;50.69140625;;;3.8916325569;142.41242981;24.035093307;17.5;5.9823079109;;-0.199021265;0.0292711295;0.9586111903;;;;30000;1.0;2
35/11-12;3244.93;520571.375;6777326.5;-3220.358887;VIKING GP.;Heather Fm.;8.99106884;;3.5656445026;3.3999102116;2.5480771065;137.11665344;;0.3104757369;7.2429714203;85.139923096;;8.5;6.1462464333;156.94282532;;0.0329682864;;;;;65030;1.0;1
25/2-13 T4;829.936;469340.28125;6628719.0;-807.6062012;NORDLAND GP.;Utsira Fm.;17.203285217;0.7764406204;0.8981003761;1.1105743647;2.0882782936;59.580215454;;;3.0262415409;140.72634888;8.3992624283;17.5;;;-0.296717077;0.0001380134;;;;;65030;1.0;2
34/10-19;1875.552;460101.0625;6783934.5;-1853.105591;CROMER KNOLL GP.;Amundsen Fm.;8.9996318817;1.5532882214;1.1681824923;0.9319801927;2.3344757557;61.332221985;;0.4133418202;;129.04888916;80.256690979;;;;;-0.000725555;;;;1.5068941116;65000;1.0;1
25/5-4;3049.2643052;470383.5;6608132.5;-3023.567627;DUNLIN GP.;Burton Fm.;9.5036659241;;4.306707859;2.9961843491;2.3655173779;85.091621399;;0.349929601;4.395031929;83.767578125;72.009757996;8.5;;;1.0036667585;0.2674927711;;;;-999.9000244;65000;1.0;1
16/1-6 A;1410.363735;459498.875;6539457.0;-1375.004395;HORDALAND GP.;Skade Fm.;8.7392091751;;0.7568534613;0.7582409382;2.0923755169;76.486320496;;0.4841499627;3.1010711193;147.15255737;;8.5;32.595062256;;;;0.1737482846;;;;65000;1.0;2
25/2-7;1088.4740006;479887.90625;6641112.5;-1063.456299;HORDALAND GP.;;18.83993721;1.5050529242;1.5050529242;1.8138148785;1.9529999495;44.402057648;;;2.17918396;152.26325989;40.701152802;17.5;2.5157141685;;;0.0050560865;0.129412517;;;;65030;1.0;2
35/4-1;4352.26;516142.90625;6822433.0;-4323.561035;DUNLIN GP.;Drake Fm.;8.8133087158;;4.7920837402;4.7561593056;2.6640882492;77.904571533;;0.2300000042;3.4130797386;76.645004272;;8.5;7.7105998993;140.93942261;;0.0050240257;;;;;30000;1.0;1
35/11-6;1225.8396;525013.0625;6784873.0;-1198.635132;HORDALAND GP.;Utsira Fm.;17.990793228;;1.3037908077;1.2417457104;1.9595438242;85.879249573;;;6.7155857086;144.73161316;-9.034948349;;;;;0.0096931998;;;;;65000;1.0;2
16/1-2;2851.5400015;455221.34375;6533321.5;-2826.540039;ROTLIEGENDES GP.;Kupferschiefer Fm.;8.1925525665;4.8839225769;4.8758044243;2.2065417767;2.4156370163;146.91163635;;0.1416278183;;68.010009766;91.430488586;8.5;235.52223206;;;0.1584531814;1.0784375668;;;;30000;2.0;1
35/3-7 S;3803.0198514;543933.3125;6856645.5;-3697.845459;CROMER KNOLL GP.;Agat Fm.;8.4691705704;;5.2697753906;4.9009590149;2.5324928761;119.73381042;;0.2341487557;5.1409687996;80.862976074;;8.5;19.040765762;147.27929688;;0.0019419087;;3.1675283909;16.135192871;;65000;1.0;1
35/9-10 S;3270.2856;537920.875;6791157.0;-2760.671875;VIKING GP.;Heather Fm.;8.6126537323;;7.5548415184;7.8100976944;2.5256836414;86.789573669;;0.2862347662;3.8814361095;81.250915527;;8.5;19.844945908;146.69650269;;0.0043148575;;;;;65030;1.0;1
16/7-5;1151.9039852;446273.625;6468386.0;-1125.085083;HORDALAND GP.;Skade Fm.;16.568460464;0.8176869154;0.828663528;0.8924000263;;41.910610199;;;;158.05281067;44.950000763;;1.1080265045;;;;1.1383508444;;;;30000;1.0;2
35/9-6 S;3011.072;536945.3125;6804534.5;-2935.965332;SHETLAND GP.;Svarte Fm.;8.587100029;;4.0325436592;4.2632527351;2.5685293674;47.310020447;;0.2833939195;4.0335149765;82.271064758;;;;;;0.0015062802;;3.2147700787;18.612281799;;65000;2.0;1
26/4-1;728.92019946;501149.5;6608191.5;-705.906189;NORDLAND GP.;;17.626958847;0.9639999866;1.3027712107;1.6688536406;;69.673904419;;;;144.70559692;11.100050926;26.000001907;;;-8.373039246;;;;;;65000;1.0;2
34/10-33;3184.6;457800.8125;6777196.5;-3152.379883;VIKING GP.;Heather Fm.;11.401940346;6.707057476;;2.0521800518;2.1797800064;104.30706024;;0.3213934302;;101.38327789;;8.5;;;;-0.022917334;;;;;65000;2.0;1
25/7-2;2250.608;454799.46875;6571036.0;-2225.411865;ROGALAND GP.;Sele Fm.;21.263967514;0.7472086549;0.6987866163;0.7210890055;1.9308590889;44.34727478;;;;129.10290527;61.616615295;17.5;9.2472753525;;4.2348928452;-0.017437795;;0.5824053884;;0.5647084713;65000;1.0;2
25/2-14;3255.1939006;476875.46875;6625403.5;-3231.070801;VESTLAND GP.;Sleipner Fm.;9.0469999313;12.033983231;8.7055912018;10.834311485;2.5487270355;70.832839966;;0.1975511163;4.0962100029;75.460929871;57.042182922;8.5;;;0.5469998717;0.0728282332;;;;;65000;1.0;1
31/3-1;1166.429;539998.5;6738654.0;-1143.268799;ROGALAND GP.;Lista Fm.;;;0.7675855756;0.7900823951;2.1199657917;100.06533813;;;;157.14846802;75.980232239;;;;;0.0631157905;;;;;65000;1.0;2
15/9-15;496.352;436817.9375;6462991.5;-471.3508911;NORDLAND GP.;;;1.619086504;1.619086504;1.8532729149;;78.944610596;;;33.729000092;159.96850586;46.181732178;26.000001907;19.039953232;;;;0.1330073029;;;-999.9000244;65000;3.0;2
25/5-1;723.512;475845.25;6621548.0;-698.5002441;NORDLAND GP.;Utsira Fm.;22.8125;;0.5734611154;0.7422773838;1.988822937;17.990224838;;;3.822163105;156.17108154;18.978027344;;1.0957000256;;;0.0593266375;0.1270159781;;;;30000;1.0;2
25/3-1;3485.928;487284.59375;6643979.5;-3463.255615;DUNLIN GP.;Sleipner Fm.;9.8150939941;8.5942268372;4.5614929199;4.899679184;2.5367090702;87.517524719;;0.3256238699;7.5646953583;91.481246948;243.83863831;8.5;51.543087006;;0.7212179303;0.1930485666;2.1568751335;8.364979744;;8.3317584991;65000;1.0;1
26/4-1;918.61619946;501148.8125;6608192.0;-895.5992432;NORDLAND GP.;Utsira Fm.;17.611829758;0.4846617579;0.6037982702;0.8541616201;;39.68970108;;;;152.97930908;32.852519989;17.5;17.721305847;;0.1118327901;;0.1425934285;;;;30000;1.0;2
34/10-35;1216.695;463377.53125;6771058.0;-1193.619873;HORDALAND GP.;Utsira Fm.;17.100000381;;0.8446559906;0.8098279834;2.0156199932;47.990989685;;;3.9670798779;154.8911438;44.047798157;;;;;0.0388239995;;;;;65000;1.0;2
16/10-5;2912.0683873;448702.4375;6429290.5;-2868.469238;TYNE GP.;Mandal Fm.;8.5596580505;3.5572574139;3.3149442673;3.1909811497;2.4949815273;141.48526001;;0.2398679107;7.7282071114;95.463005066;;8.5;75.440101624;;0.0596577711;-0.000803773;;;20.825727463;;65030;2.0;1
25/7-2;3312.936;454826.28125;6571004.0;-3286.77417;SHETLAND GP.;Svarte Fm.;13.203097343;7.1359324455;3.732006073;0.3819524944;2.6278679371;29.109004974;;;;73.773002625;;12.250000954;5.0185976028;;0.9510581493;-0.0036;;5.9245767593;;6.4171557426;70000;1.0;1
25/2-13 T4;3477.472;469361.46875;6628702.0;-3451.821533;VESTLAND GP.;Sleipner Fm.;9.3935775757;19.368207932;13.301856041;13.720945358;2.3264193535;88.795036316;;0.3561030626;2.2020657063;90.269973755;214.03115845;8.5;;;0.8935776949;0.0578443147;;;;32.45721817;65000;1.0;1
25/3-1;2893.736;487271.46875;6643967.0;-2871.377197;CROMER KNOLL GP.;Vaale Fm.;12.600376129;;2.136957407;2.1531953812;2.2436511517;33.83782959;;;3.7991518974;83.045440674;197.57859802;12.250000954;24.465373993;;0.3479016423;-0.31336692;2.3965280056;;;;80000;1.0;1
33/6-3 S;4320.3292;445214.75;6829372.5;-4047.662354;DUNLIN GP.;Eiriksson Mb.;6.2439646721;;3.1140930653;3.2857177258;2.5828983784;69.577606201;;0.1752788574;12.743927956;79.691734314;;6.0;9.0634059906;126.08168793;;0.0014535877;;;9.5263051987;;30000;1.0;1
26/4-1;1067.8801995;501147.375;6608192.0;-1044.855591;NORDLAND GP.;Utsira Fm.;17.79658699;0.8949293494;1.6187995672;1.6008189917;;62.955223083;;;;135.40377808;17.497327805;17.5;7.8674526215;;0.2965839505;;0.1497830003;;;;65000;1.0;2
30/3-3;1835.518;497350.875;6737316.5;-1813.426636;HORDALAND GP.;Utsira Fm.;17.042457581;0.633459568;0.5331875086;0.527736485;1.9733444452;37.229290009;;;13.053316116;160.69584656;61.957969666;;;;;-0.014090733;;;;0.6353320479;65000;1.0;2
25/7-2;4678.656;454967.4375;6570992.0;-4644.17334;VESTLAND GP.;Sleipner Fm.;22.166805267;0.6244722009;82.360954285;31.515501022;1.960060358;10.498213768;;0.464737922;;125.46515656;146.28289795;8.5;5.7380490303;;12.030612946;-0.207213387;;14.958487511;;0.3938667476;65000;1.0;2
34/8-3;1451.2084343;475751.09375;6808444.0;-1428.136963;HORDALAND GP.;Utsira Fm.;13.203100204;1.4024370909;1.3902769089;1.2660617828;1.9638127089;66.522102356;;0.3890691698;;134.08601379;8.3033571243;;;;;-0.013977777;;;;;65030;1.0;2
31/6-8;1823.8284341;537153.5625;6713675.0;-1798.759644;VIKING GP.;Fensfjord Fm.;8.2582559586;;1.9852315187;1.284340024;2.4866428375;68.222869873;;0.2945756018;;74.252723694;77.756507874;8.375;;;;0.003778131;;;;;65030;1.0;1
25/4-5;3049.5508051;454469.53125;6603730.0;-3024.250732;SHETLAND GP.;Kyrre Fm.;14.222558975;;1.8185901642;1.6058608294;2.424674511;36.727630615;;0.335342437;;93.316200256;;12.250000954;;;1.9725587368;0.0;;;;;80000;1.0;1
25/4-5;1760.1348051;454469.53125;6603730.0;-1734.834839;HORDALAND GP.;Grid Mb.;17.146392822;;0.6622353196;0.9412082434;2.1025872231;41.126922607;;0.4689864814;;145.97677612;;17.5;;;-0.35360682;0.0133998124;;;;;65030;1.0;2
25/7-2;4428.616;454931.78125;6570991.0;-4396.749023;VESTLAND GP.;Hugin Fm.;9.6406002045;10.417222023;13.368164063;10.679023743;2.64499259;63.666969299;;0.1667387933;;76.948051453;169.9747467;8.5;5.6224579811;;1.140599966;0.0007839896;;10.40364933;;8.397441864;65000;1.0;1
34/7-21;2969.118;450324.53125;6795998.5;-2941.947998;BAAT GP.;Broom Fm.;12.488218307;2.4329609871;2.4335134029;2.074611187;2.483423233;126.621315;;0.5853340626;4.9129943848;105.43778992;;;;;;0.0218841136;;;;;65000;1.0;2
16/10-2;2984.1692022;443272.53125;6444988.0;-2956.877197;VESTLAND GP.;Skagerrak Fm.;8.2890634537;;1.325104475;0.6970521808;2.4716415405;56.411949158;;0.2302448303;4.0604104996;81.296554565;90.114524841;8.5;;;-0.2109375;0.0284306668;;;;;65030;2.0;1
35/11-1;1413.4411228;535633.375;6783533.0;-1388.370728;ROGALAND GP.;Sele Fm.;18.467395782;;0.7383462787;0.5883338451;2.0692110062;109.47702789;;;3.7329571247;145.09176636;55.993267059;;;;;0.0005;;;;;65000;1.0;2
25/11-19 S;1387.971705;465869.625;6564019.0;-1337.529541;HORDALAND GP.;Skade Mb.;8.2896432877;0.9693782926;0.9090903997;0.90954566;2.1523826122;79.610092163;;0.5030884147;3.9232888222;139.15841675;;;94.436225891;;;0.0236903969;0.1617656499;;;;65000;1.0;2
34/11-2 S;1179.76;466837.125;6788249.5;-1154.569458;HORDALAND GP.;Utsira Fm.;17.52680397;;1.0707839727;1.7328799963;1.7928040028;99.49016571;;;8.1168642044;146.83692932;24.226387024;;;;;-0.046919998;;;16.743200302;-999.0;65000;1.0;2
25/6-3;1324.1557289;495706.4375;6618250.5;-1298.904297;HORDALAND GP.;Skade Fm.;8.9663972855;1.0997588634;1.5560932159;1.5118426085;1.8947179317;89.212913513;;0.6694455743;;144.50059509;;8.5;36.375946045;325.54711914;;;0.1545760483;1.101552248;;;65000;1.0;2
34/10-19;1391.888;460110.6875;6783935.0;-1369.619629;HORDALAND GP.;Utsira Fm.;13.091927528;1.0516445637;0.7375654578;0.6382360458;2.017134428;43.818824768;;0.4629279077;;;63.060894012;;;;;0.003363918;;;;1.000516057;65000;1.0;2
25/2-14;1329.3539006;476932.71875;6625438.5;-1307.012939;HORDALAND GP.;Skade Fm.;13.122104645;1.4966660738;1.5000016689;1.5615109205;2.0873186588;58.163890839;;;4.6506786346;133.88549805;46.875873566;12.250000954;;;0.8721061349;0.0598121844;;;;;65000;1.0;2
29/6-1;3006.7290007;444570.9375;6711925.5;-2981.414307;SHETLAND GP.;Kyrre Fm.;14.993059158;;2.246856451;1.9354720116;;49.979202271;;;;97.915306091;55.08531189;;;;;;;;;;65000;1.0;1
34/12-1;4675.8535842;499918.25;6787690.5;-4650.71875;DUNLIN GP.;Cook Fm.;6.4257397652;2.48412323;1.8020054102;1.8017735481;2.4022915363;40.305137634;0.0106729874;0.1958097667;6.0922698975;79.911323547;;6.4999995232;75.725326538;135.37393188;;-0.015868071;;;5.0516505241;;65030;2.0;1
35/11-1;1118.4091228;535629.6875;6783530.0;-1093.375854;HORDALAND GP.;Utsira Fm.;19.08259964;;0.9881390333;0.9726487994;1.8535289764;116.48664093;;;4.3790607452;154.84709167;61.504535675;;;;;0.0174222849;;;;;65000;1.0;2
35/4-1;2207.996;516088.0625;6822414.5;-2181.87085;SHETLAND GP.;Kyrre Fm.;20.262350082;;0.7240301967;1.072781086;;101.4860611;;0.4315766692;;126.20911407;;17.5;30.398097992;247.13276672;;-0.0064229;;;;;65000;1.0;2
35/4-1;2419.884;516086.40625;6822415.0;-2393.747559;SHETLAND GP.;Kyrre Fm.;18.674304962;;1.082845211;2.0790717602;2.308350563;91.389259338;;0.3981592357;4.2823719978;101.25674438;;17.5;15.005834579;201.12161255;;0.0118761156;;;;;65000;1.0;2
26/4-1;3129.9121995;501131.53125;6608171.5;-3106.640381;DUNLIN GP.;Drake Fm.;8.788693428;0.9061217904;6.6059408188;4.8506059647;2.6468355656;90.326721191;;0.2950056195;3.6874933243;78.841392517;62.251052856;8.5;4.6012382507;;0.2886936665;-0.012988239;0.1437916905;;;;65000;1.0;1
16/2-11 A;866.50719946;475282.46875;6518421.5;-842.0063477;NORDLAND GP.;Utsira Fm.;12.446130753;;0.7623929977;0.7595632076;2.0314967632;52.825942993;;0.3671730161;2.2569272518;140.92765808;;12.250000954;13.443272591;;;-0.019736789;;;19.246400833;;30000;1.0;2
25/4-5;1378.9188051;454469.53125;6603730.0;-1353.618896;HORDALAND GP.;Grid Mb.;17.906826019;;0.8162561059;1.0744768381;2.0120413303;47.445690155;;0.5162600875;;138.00224304;;17.5;;;0.4068262875;-0.011388745;;;;;65000;1.0;2
33/9-17;1906.0899854;438462.71875;6814162.0;-1879.567017;ROGALAND GP.;Vaale Fm.;8.5272693634;0.8344111443;0.8178119659;0.836307466;2.1609354019;88.823501587;;0.3899999857;9.7848768234;143.67515564;50.876003265;8.5;;;;-0.006328679;;;46.420280457;0.6264365315;65000;1.0;2
25/5-4;2107.4723052;470377.125;6608148.5;-2082.006104;HORDALAND GP.;Grid Fm.;14.465015411;;0.9123454094;0.7595553994;2.2343893051;75.757545471;;;7.316505909;126.20812988;83.807701111;12.250000954;;;2.2150166035;0.0349477939;;;;-999.9000244;65000;1.0;2
25/6-2;2015.664;489826.0625;6602679.0;-1988.10376;ROGALAND GP.;Sele Fm.;17.672000885;;0.7977640629;1.1178277731;2.301831007;93.127052307;;;;124.91175079;0.1335773319;17.5;13848.5;;;-0.006022197;0.1617656499;;;;65000;2.0;2
31/6-8;866.98843408;537157.1875;6713677.5;-841.9779663;HORDALAND GP.;;;;1.6089887619;1.3426281214;2.1379776001;103.48384094;;0.4801752865;;148.78912354;4.5048389435;;;;;-0.011523359;;;;;65000;1.0;2
16/1-6 A;1459.611735;459499.0625;6539477.5;-1419.792847;HORDALAND GP.;Skade Fm.;9.7417898178;;0.6420999765;0.6423540711;2.10709548;59.861034393;;0.4801728427;3.8522906303;146.19779968;;8.5;17.127552032;;;;0.1737482846;;;;65000;1.0;2
16/7-5;2058.5839852;446269.75;6468389.5;-2031.698486;HORDALAND GP.;Skade Fm.;12.534543991;0.6028271914;0.5761834979;0.4744411111;2.0885093212;48.552612305;;0.4810485244;3.0498278141;144.86209106;77.614280701;;5.9502000809;;;0.0102166189;1.126368165;;;;65000;2.0;2
35/8-4;3340.0564053;527052.1875;6803067.0;-3321.650391;CROMER KNOLL GP.;Aasgard Fm.;;;1.2410366535;1.3850101233;2.7324893475;181.63964844;;0.4783365726;22.172422409;75.469596863;;12.250000954;;;;-0.441116571;;;51.356178284;;65000;2.0;1
25/6-1;2527.312;488709.3125;6598746.5;-2501.19873;DUNLIN GP.;Skagerrak Fm.;13.167519569;2.0921680927;2.2066400051;2.3346319199;2.3715987206;68.084411621;;0.3196779788;;93.852890015;169.49732971;12.250000954;15.890224457;;0.9175202847;0.0170070883;0.1497830003;;;;65000;1.0;1
34/11-2 S;3804.648;467005.09375;6788170.0;-3737.378906;VIKING GP.;Draupne Fm.;10.523169518;;4.3563408852;5.3682184219;2.6112921238;106.37571716;;0.1694580317;4.9256768227;74.9765625;-11.68795776;;;;;0.0610480011;;;8.3476800919;-999.0;65000;1.0;1
35/11-6;820.3036;525022.4375;6784873.0;-793.2315674;NORDLAND GP.;Utsira Fm.;;;6.4043779373;0.7529521585;1.4282511473;50.570842743;;;35.48425293;;13.813120842;;;;;-0.067798346;;;;;30000;1.0;2
34/10-35;1381.919;463378.46875;6771056.5;-1358.826294;HORDALAND GP.;Utsira Fm.;17.0;;0.7497287989;0.6877007484;2.0261912346;43.883701324;;;4.1686201096;150.24572754;62.958812714;;;;;0.0249936059;;;;;65030;1.0;2
15/9-17;1030.8779984;438592.375;6478953.0;-1008.850769;NORDLAND GP.;Utsira Fm.;12.577759743;;0.8385703564;0.9418562651;;44.546287537;25.842336655;0.5671567321;;145.51327515;35.942920685;;82.070457458;;;;0.1330073029;;;;65000;1.0;2
25/5-1;1979.488;475869.90625;6621555.0;-1953.912964;HORDALAND GP.;Grid Fm.;22.517372131;;0.5225450993;0.5234181285;1.3609601259;26.896989822;;;2.8699529171;142.85997009;76.56426239;;4.4302721024;;;-0.018901864;0.1378003508;;;;65000;1.0;2
33/9-17;1112.0419854;438472.15625;6814183.0;-1085.901855;HORDALAND GP.;Utsira Fm.;12.41409874;1.0738596916;0.9942637682;1.1182245016;1.7343566418;55.434425354;;0.5;20.347406387;156.36296082;26.489192963;12.250000954;;;;-0.06499885;;;53.805118561;;30000;1.0;2
31/3-4;1809.665638;537238.75;6759165.5;-1769.480347;VIKING GP.;Heather Fm.;8.2552595139;1.3364611864;1.4748198986;1.552703619;2.3101270199;123.92333984;;0.4030591547;6.1198816299;98.576721191;;8.5;37.447551727;190.8033905;;-0.010554049;;0.4827467203;27.798034668;;65000;1.0;1
16/8-1;1414.2071968;466863.1875;6479872.0;-1388.950928;HORDALAND GP.;Utsira Fm.;15.791728973;0.7109296322;0.7089731693;0.7217271328;1.9705168009;61.787158966;;;;156.57917786;40.067100525;;3.2251243591;;;-0.022757404;1.3300731182;;;;65000;1.0;2
31/3-3;2346.898;545914.6875;6744814.5;-2319.012451;DUNLIN GP.;Johansen Fm.;;3.4941680431;3.4939785004;1.4953696728;2.343047142;41.752590179;;0.2315851301;;80.838745117;59.001960754;;;;;0.0179439988;;;;;30000;1.0;1
29/6-1;4814.9210007;444255.0;6711882.0;-4743.930176;HEGRE GP.;Lunde Fm.;8.8173360825;3.2029819489;2.9143083096;2.7549786568;2.4414720535;24.869127274;42.60408783;0.1182093546;9.2007169724;77.515281677;53.790294647;;;;;-0.011259243;;;;3.1604599953;30000;1.0;1
31/2-19 S;1798.2624;520076.125;6753098.5;-1744.282593;ROGALAND GP.;Lista Fm.;13.977877617;0.3305637836;1.0270721912;1.0677928925;2.1763572693;153.35810852;;0.4679228365;4.4022445679;126.6554718;151.89976501;12.250000954;;371.21612549;1.7278782129;-0.004611286;;0.3473003209;;0.3470679522;65000;2.0;2
25/9-1;1908.406;483528.84375;6590318.0;-1883.202026;ROGALAND GP.;Sele Fm.;12.348279953;0.7674158216;0.7671316862;0.7878366113;;75.442779541;;;;131.0614624;101.64579773;12.250000954;30.088470459;;;;0.1521795243;1.0683766603;;0.7678114176;65000;1.0;2
25/5-1;1820.952;475860.9375;6621555.0;-1795.633301;HORDALAND GP.;Grid Fm.;18.275323868;;0.54912889;0.4983780384;1.8055119514;31.011947632;;;3.7398846149;151.35444641;72.761428833;;2.0947678089;;;0.0426432416;0.1366020888;;;;65000;1.0;2
26/4-1;1532.0881995;501142.625;6608185.0;-1508.975342;HORDALAND GP.;Utsira Fm.;17.978540421;0.6560000181;0.9101307392;0.8189603686;;55.433425903;;;;138.93702698;13.851334572;17.5;7.8107237816;;0.4785402715;;0.1593691111;;;;65000;1.0;2
35/11-11;1392.3076;530379.3125;6775191.5;-1368.733154;HORDALAND GP.;Utsira Fm.;12.897192001;;0.96755898;0.9286611676;2.0821073055;102.62376404;;0.5001242161;3.6872653961;144.89558411;76.03742981;12.250000954;65.220237732;389.03314209;;0.0062424731;;0.4204956293;66.330436707;;65000;1.0;2
15/9-15;523.256;436818.0625;6462991.5;-498.2546692;NORDLAND GP.;;18.56312561;1.4275003672;1.4275003672;1.7078254223;1.993598938;62.074199677;;;2.3643038273;165.04429626;49.254348755;17.5;27.045368195;;1.063123107;0.0025132692;0.1306107789;;;-999.9000244;65000;1.0;2
35/9-6 S;2996.632;536944.8125;6804535.5;-2921.554932;SHETLAND GP.;Svarte Fm.;8.4533004761;;3.449716568;3.257401228;2.593215704;56.810619354;;0.1586729437;4.3472847939;85.984077454;;;;;;-0.001182066;;3.8344087601;15.20690918;;65000;1.0;1
16/10-1;2938.2957898;444179.625;6435586.0;-2912.07666;VIKING GP.;Heather Fm.;8.6640996933;;1.7889298201;1.4863312244;2.5206491947;74.37335968;;0.1730044782;3.2881715298;78.277992249;112.98556519;8.5;5.5630941391;;0.1640996933;0.0005433026;0.1557743102;;;;65030;2.0;1
31/2-19 S;2246.3584;519852.375;6753242.5;-2101.040039;SHETLAND GP.;Hardraade Fm.;12.570114136;1.9442254305;2.2385821342;2.2104887962;2.4678914547;124.48179626;;0.2987829447;3.5230901241;100.64665222;150.26477051;12.250000954;;207.13850403;0.3201141059;-0.01685643;;1.970184207;;1.9701445103;65000;1.0;1
16/2-11 A;1238.1471995;475351.6875;6518546.0;-1181.520752;HORDALAND GP.;Skade Fm.;12.338116646;;0.8980990648;0.900270462;1.8387027979;99.373779297;;0.53005445;3.1460943222;157.08279419;;12.250000954;49.143379211;;;-0.026582632;;;42.142185211;;65000;1.0;2
25/2-13 T4;3113.432;469353.96875;6628709.5;-3088.028809;SHETLAND GP.;Kyrre Fm.;12.689151764;1.8976145983;1.7692207098;1.7189282179;2.5540912151;62.062950134;;;4.6806588173;89.174743652;122.92699432;12.250000954;;;0.4391522408;0.0766038746;;;;;65000;1.0;1
35/4-1;4740.772;516193.0;6822405.0;-4707.664551;DUNLIN GP.;Statfjord Fm.;8.6455545425;;12.752897263;12.376972198;2.5773844719;29.239160538;;0.0878238976;3.3052222729;64.608833313;;8.5;;102.40262604;;0.0032238364;;;;;30000;1.0;1
